"filename", "language", "C++", "CMake", "HTML", "Markdown", "Dart", "JSON", "Swift", "YAML", "XML", "PHP", "Python", "pip requirements", "Properties", "comment", "blank", "total"
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\cleanup\delete_expired_posts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 3, 9, 43
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\db\database.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 9, 4, 26
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 1, 11, 50
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\admin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 45, 51, 270
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\authentication.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 38, 93, 504
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\bookmark.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 8, 39
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\db_routes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 18
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\email.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 26, 9, 70
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\emailRequest.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 166, 27, 376
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\forgetpass.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 205, 19, 278
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\payment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 13, 68
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\postadd.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 8, 36, 140
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\postavailable.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 61, 16, 136
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\posts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 36, 12, 177
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\purches.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 6, 45
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\reklam.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 4, 19, 92
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\search.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 233, 9, 287
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\subscriptionActivate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 5, 11, 65
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\subscriptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 53, 18, 131
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\routes\users.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 8, 36
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\utils\bunny_upload.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 14, 50
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\app\utils\email.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"c:\Users\ZETTA\Desktop\nzaKishFinala\backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 397
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\cancel_payment.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5, 31
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\check_status.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 5, 30
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\cheking.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\connect.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 15, 22
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\create_payment.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 2, 9, 63
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\get_token.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 6, 31
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\payment-callback.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 4, 19
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\refund_payment.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5, 31
"c:\Users\ZETTA\Desktop\nzaKishFinala\flutter_fib_api\success.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 2, 13, 229
"c:\Users\ZETTA\Desktop\nzaKishFinala\images\Bod-logo(512x512)-White.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Assets.xcassets\LaunchBackground.imageset\Contents.json", "JSON", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 1, 45
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 1, 27
"c:\Users\ZETTA\Desktop\nzaKishFinala\ios\Runner\Runner-Bridging-Header.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\AboutUs.dart", "Dart", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 204, 8, 379
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\ContactUs.dart", "Dart", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 219
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\EditProfile.dart", "Dart", 0, 0, 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 77, 32, 509
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\EditProfileInfoForOffice.dart", "Dart", 0, 0, 0, 0, 424, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 466
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\HomePage.dart", "Dart", 0, 0, 0, 0, 1725, 0, 0, 0, 0, 0, 0, 0, 0, 42, 59, 1826
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\OfficePostShow.dart", "Dart", 0, 0, 0, 0, 753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 772
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\Office_Profile.dart", "Dart", 0, 0, 0, 0, 809, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36, 854
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\OfficialProfileSetting.dart", "Dart", 0, 0, 0, 0, 847, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37, 885
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\Plans.dart", "Dart", 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 233
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\PrivacyPolicy.dart", "Dart", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 147
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\SignUpUser.dart", "Dart", 0, 0, 0, 0, 501, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 523
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\UserHomePage.dart", "Dart", 0, 0, 0, 0, 2403, 0, 0, 0, 0, 0, 0, 0, 0, 53, 67, 2523
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\app_theme.dart", "Dart", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 77
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\askForLogin.dart", "Dart", 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 237
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\available.dart", "Dart", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 64
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\bookmark.dart", "Dart", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\email.dart", "Dart", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\emailRequest.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\forgetpass.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\get_post.dart", "Dart", 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 244
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\get_user.dart", "Dart", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 66
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\login.dart", "Dart", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 86
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\payment.dart", "Dart", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 71
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\picRequest.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\postadd.dart", "Dart", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 67
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\purches.dart", "Dart", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\register.dart", "Dart", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 89
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\reklam.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\search.dart", "Dart", 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33, 199
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\subscriptionActivate.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 9
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\backend\userinfo.dart", "Dart", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 85
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\flutter_notification.dart", "Dart", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 102
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\generated\intl\messages_all.dart", "Dart", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 81
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\generated\intl\messages_ar.dart", "Dart", 0, 0, 0, 0, 454, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 471
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\generated\intl\messages_en.dart", "Dart", 0, 0, 0, 0, 509, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 526
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\generated\intl\messages_ps.dart", "Dart", 0, 0, 0, 0, 482, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 499
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\generated\intl\messages_ur.dart", "Dart", 0, 0, 0, 0, 481, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 498
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\generated\l10n.dart", "Dart", 0, 0, 0, 0, 1682, 0, 0, 0, 0, 0, 0, 0, 0, 266, 273, 2221
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\global.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 71
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\ifAqarOffice.dart", "Dart", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 203
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\l10n\intl_ar.arb", "JSON", 0, 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 6, 254
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\l10n\intl_en.arb", "JSON", 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 29, 289
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\l10n\intl_ps.arb", "JSON", 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 5, 254
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\l10n\intl_ur.arb", "JSON", 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 16, 262
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\login.dart", "Dart", 0, 0, 0, 0, 537, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 565
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\main.dart", "Dart", 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 215
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\map.dart", "Dart", 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 137
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\navigation.dart", "Dart", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\officeAccountInfo.dart", "Dart", 0, 0, 0, 0, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 425
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\officeHomePage.dart", "Dart", 0, 0, 0, 0, 3579, 0, 0, 0, 0, 0, 0, 0, 0, 139, 105, 3823
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\officeLogin.dart", "Dart", 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 307
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\postsDetail.dart", "Dart", 0, 0, 0, 0, 776, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 796
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\requestPicture.dart", "Dart", 0, 0, 0, 0, 364, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 384
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\search_page.dart", "Dart", 0, 0, 0, 0, 846, 0, 0, 0, 0, 0, 0, 0, 0, 77, 54, 977
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\subscriptionState.dart", "Dart", 0, 0, 0, 0, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 518
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\subscription_pageOne.dart", "Dart", 0, 0, 0, 0, 752, 0, 0, 0, 0, 0, 0, 0, 0, 10, 68, 830
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\theme_settings_page.dart", "Dart", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 76
"c:\Users\ZETTA\Desktop\nzaKishFinala\lib\warningLogOutPage.dart", "Dart", 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 167
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\CMakeLists.txt", "CMake", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 129
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\flutter\CMakeLists.txt", "CMake", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\flutter\generated_plugin_registrant.cc", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\flutter\generated_plugins.cmake", "CMake", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\runner\CMakeLists.txt", "CMake", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\runner\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\runner\my_application.cc", "C++", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 131
"c:\Users\ZETTA\Desktop\nzaKishFinala\linux\runner\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\ZETTA\Desktop\nzaKishFinala\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 4, 21
"c:\Users\ZETTA\Desktop\nzaKishFinala\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\ZETTA\Desktop\nzaKishFinala\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\ZETTA\Desktop\nzaKishFinala\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\ZETTA\Desktop\nzaKishFinala\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 1, 344
"c:\Users\ZETTA\Desktop\nzaKishFinala\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\ZETTA\Desktop\nzaKishFinala\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 4, 17, 64
"c:\Users\ZETTA\Desktop\nzaKishFinala\test\widget_test.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"c:\Users\ZETTA\Desktop\nzaKishFinala\web\index.html", "HTML", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 39
"c:\Users\ZETTA\Desktop\nzaKishFinala\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\ZETTA\Desktop\nzaKishFinala\website\import_Reklam_image.html", "HTML", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 233
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\CMakeLists.txt", "CMake", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\flutter\CMakeLists.txt", "CMake", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\flutter\generated_plugin_registrant.cc", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\flutter\generated_plugins.cmake", "CMake", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\CMakeLists.txt", "CMake", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\ZETTA\Desktop\nzaKishFinala\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 0, 0, 184, 0, 3933, 314, 2, -1, -51, 395, 824, 0, 0, 647, 559, 6806
